ulasan,label
sangat kecewa titik alamat tujuan n alamat yang tertera dalam gojek not_sesuai dengan yang aslinya sangat memprihatinkan,negatif
aplikasi ini jos sekali sangat bermanfaat,positif
bagaimana y cara daftarnya,netral
tanah abang blok b not_da,netral
sangat bahagia membantu sekali,positif
suka lambat aplikasi nya,netral
go send nya mengirim dengan baik,positif
bagus dapat pergi ke mana saja,positif
pengalaman anak saya gopainya not_bisa ditransfer bolak balik telepon cust service email dan kirim data tapi nihil pokok nya mengecewakan pakai aplikasi ini,negatif
sungguh membantu para oma2 yang sudah malas keluar makasih ya gojek,positif
link verifikasinya error untuk saya jadi not_bisa dipake untuk device lain,negatif
sedikit kecewa karena setiap mau order gofood selalu server sibuk,netral
mohong pelanyananya diperbaiki lage,netral
sudah 3 tahun lebih pakai gojek kaaih bintang 3 dlu selain makin mahal aplikasi tiap bulan mesti di update,netral
edit bintang 1 ke bintang 5 seneng deh akhirnya sekarang topup go pay sudah bisa di indomart minimal jumlah top up nya jg kecil 10 rbu saja dan biaya admin nya 2 rbu bagus pertahankan ya promo voucher discount gofood nya tolong diperbanyak thanks,positif
pelayanan bagus tapi tlg kasi note untuk bbrp driver kdg helm dan bau badan atau jaketnya agar diperhatikan kebersihannya untuk kenyamanan penumpang maaf ya,positif
mengerti situasi dan kondisi lapangan memuaskan,positif
respon cepat pelayanan baik,positif
aplikasi payah ketika hujan driver semua menonak dan jika di ambil sengaja not_bergerak agar konsumen membatalkan nya,negatif
bagus sangat membatu,positif
terlalu sering update ngabisin memory,netral
lancar gampang dihubungi telp jelas cepat merespon chating,positif
saya kasih bintang 1 dulu akun saya tiba tiba kena blokir gopay saya sebagai admin tournament online merasa terhambat karena akun gopay saya tiba tiba di blokir oleh gopay,negatif
kecewa admin order gojek plus nya naik jadi 40k auto unsub bulan depan,netral
sangat membantu untuk saya yang kerja kendala kendaraan dengan adanya gojeg jadi mudah,positif
mantap tingkat kan teruss kualitas nya,positif
maaf saya mau install ulang tapi iklan nya selalu mengganggu saya lagi kerja untuk laporan,netral
bagus banget aplikasinya,positif
fittur gopay letter not_bisa akses padahal pengguna lama aplikasi not_guna mending pakai maxim saja,negatif
banyak diskonnya makasih gojek,positif
sangat membantu dan mantap,positif
mungkin not_semua orang mengalami seperti saya cuma tolong dipercepat upgrade saya kalau emang not_bisa kasih pemberitahuan kepada akun atau gopay milik saya terimakasih,netral
mengapa saat top up gopay not_bisa menggunakan metode top up di indomaret saya jadi kesusahan,negatif
kenapa voucer saya not_bisa di pakai untuk apa semua voucer di kasih kalau not_bisa di pakai tolong dong gopay not_bisa di pakai voucer harus pakai gopay jadi percuman dong ada voucer juga,negatif
mantap perjalanan jadi mudah,positif
mau pesan goofood tapi susah sekali nemuin drivernya di daerah tanjungpandan belitung tolong tingkatkan lagi pelayanannya,positif
sangat bangga dan puas,positif
tolonglah kalau kasih driver yang terdekat kalau dipinggir tol saya dapat 20 menit belum jalannya supir pun mengeluh mau ban akun saja gopay nya masih banyak komunikasi operator konsumen anda satu arah,netral
kenapa go food egk bisa di chat lewat aplikasi kalau egk ada pulsa bagaimana di perbarui kok kyak gini,netral
lebih simple tampilan versi lama dari pada versi terbaru karena versi lama mudah dimengerti,negatif
aplikasi gojek sangat mudah terimakasih kepada aplikasi gojek,positif
masuk ke akun lama tak bisa pakai email kita sendiri kan membagongkan,negatif
pesan gocar yang datang malah taksi bb not_bermutu gojek payah,negatif
eror aplikasinya runtuh pas aku masuk eror aplikasinya ini harus diperbaiki pls ya mohon kalau bintang 2,negatif
saat hujan driver pada ilang padahal sedang di butuhkan sekali,negatif
daridulu not_bisa upgrade,netral
not_ada promo lagi ribet dapat driver jauh melulu,negatif
diver susah sekali kalau pas jam 12 malam not_dapaat driver sudah 2 jam,netral
ajib transaksi lancar mudah cepat amat sangat membantu,positif
mantap banyakin diskon dong,positif
ok dn lumayan membantu,positif
payah ah mau top up saja gangguan otp sampe beberapa kali dan itu nyedot pulsa,netral
tepat waktu pelayanannya sangat bagus harganya banyak diskon trimakasih gojek,positif
kenapa saya not_bisa menginstal aplikasi gojek tolong bantuannya terima kasih,netral
kenapa ini aplikasi minta di update melulu baru selesai di update muncul disuruh update lagi begitu terus sampe 3 kali padahal sudah sering di update,netral
gojek aplikasi yang sangat keren dan sangat membantu terima kasih gojek karya anak bangsa,positif
angkir gofoodnya lebih mahal dari makanannya v,netral
banyak curhatan dari driver karena anyep dan kebanyakan para senior dari 2015 ingat mereka para senior lah yang berjasa membesarkan nama gojek tanpa mereka gi not_akan sebesar sekarang ingat itu,negatif
pernah 2x kecewa sama drivernya 1 waktu pesan makanan driver mengantar sama sekali not_ramah 2 waktu pesan go send drivernya bilang not_bisa bawa sepeda bayi akhirnya saya bawa sendiri pakai motor sambil gendong bayi saya wanita yang gendong bayi saja bisa bawa sepeda bayi itu masak sih driver yang laki2 not_bisa bawa profesionalkah,negatif
bisa bisanya sih depan saya gojek driver 3 orang sibuk ketawa ngobrol liat liat hp order saya not_diambil ambil saya edit payah emang gojek bisa bisanya saya depan indomaret pesan goride not_ada yang mau ambil pas saya sebelahan sama driver lagi liatin hp besok saya ganti grab saja ya payah kamu,negatif
proses pengaktifan akun yang diblokir lama,negatif
jam 4 pagi mencari dtiver susah amat,netral
cancel 3 x lgsung di blokir padahal gojek uang nya not_cukup kalau aku belanja 1jutaan,positif
trimakasih banyak atas kepercayaan gojek terhadap saya karena sudah memberikan kepercayaan paylater nya ke saya jujur paylater sangat sangat sangat membantu saya tapi ada 2 poin yang kurang dari paylater 1 saldo nya sangat keci 2 not_bisa di gunakan untuk beli pulsa dan kuota saya hanya 2 poin itu saya yang menurut saya kurang over all trimakasih banyak kalau 2 poin di atas bisa saya gunakan baru saya kasih bintang 5,netral
sangat sangat bermanfaat terima kasih,positif
pelayanan sejauh ini sangat baik,positif
skrng skrng agak mahal,netral
saya pesennya satu kali eror diulang tiba orderan muncul 2x jadi dibayar dua nya,positif
di android 5 1 1 susah masuk aplikasi makin berat saja nih gojek,negatif
sudah 3 tahun dan 3x daftar gojek goride dengan nomer hp berbeda dan email berbeda tak kunjung ada panggilan padahal pengen x gabung m gojek dari dulu hm mohon bantuan nya admin,netral
punyaku upgradenya kok lama sekali ya berpa lama maksimal upgrade gopaynya terima kasih,positif
tambahin fitur bisa milih driver cewek jadi kalau bonceng bisa pegangan tenang,positif
kok nomor saya jadi banyak yang spam telp nawarin gopay pinjam keamanan datanya not_dijaga dengan baik,negatif
setelah di update kenapa jadi not_akurat lokasinya,netral
abis di update aneh not_bisa pesan apa2 error melulu servernya tau gini not_di update baru update semalem pagi sudah minta di update lagi,netral
bagaimana cara pakai voucher gamenya gan gagal terus ini,netral
semakin lama handphone saya not_kuat admin lemot,negatif
indonesia juga bisa,netral
aplikasi penipuan berkedok pay later seolah2 menolong padahal mencekik pemaksaan pakai oaylater dengan biaya tambahan 5rb yang asli not_ikhlas dunia akhirat,negatif
saya abis isi saldo gopay kokk jumlah nominalnya beda saya pas saya isii masalahnyaa apaa ya terimakasihh,netral
kenapa saldo saya bisa hangus padahal saya belum berteransaksi aplikasi ini sangat buruk,negatif
ini postingan baru kemarin mau di perbaiki ktanya ternyata sama saja kerja apliktor dan driver sama2 lama dan lambat not_bisa aplikasi gojek bgini melulu apa lg pas orang lg laper2 nya menunggu sampai 50 mnit padahal resto not_ada 1 km pait pait pakai gojek mnding pindah saja dah ke aplikasi sebelah lebih set set,negatif
transfer sesama gopay ajaa harus premium alay sekali nih aplikasi,negatif
not_guna biji complain susah inikah yang disebut karya anak brengsek bayar pdam dari sore sampe malem not_ad kejelasan sialan deposit 470 0 jadi not_guna,negatif
kelamaan saya lihat ini aplikasi makin aneh saya kasih rating 1 not_karena apa ketika lagi terburu buru malah dapat driver yang jauh tolong lah perbaiki systemnya pilihkan driver not_jauh2 kasihan driver dengan tarif yang not_seberapa harus menjemput 9 15 menit padahal banyak driver yang deket2 200m pada nganggur,negatif
sering crash sama blank betulin apa,netral
ini map penumpang saya ko not_terlihat jelas ya,netral
update terus kayak nya sengaja ngabisin kota,negatif
banyak promo nya dan pesanan cepat sampai,positif
mendukung karya anak bangsa untuk generasi milenia semoga bisa meningkatkan pelayanan dan rasa aman bagi penumpang dan driver nya sukses selalu gojek indonesia,netral
kok upgrade akun gopay lama di setujui nya padahal sudah 3 4hari berapa hri sih disetujuinnya,netral
sangat mengecewakan not_bisa mendengarkan keluhan drivernya,negatif
alhamdulillah lancar terima kasih,positif
aku sering top up untuk pubg simple top up make ini not_perlu make ovo atau pulsa top up disini jga bisa di kuy download bagus aplikasi nya untuk top up bagi yang mau top up make cara simpe,positif
saya kecewa dengan update sekarang karena harga gofood sudah naik dengan rute perjalanan yang dulu ongkos nya cuma 20rb sekarang 30rb tolong domg malah lebih mahal ongkos kirim jalan di banding makanan nya perbaiki jadi malas saya untuk membeli gofood,netral
kalau bisa aplikasinya biar bisa di rotasi admin,netral
mohon perbaiki sistemnya saya pakai aplikasi untuk prakerja tapi belum tersambung dengan prakerja mohon perbaikan,netral
kurang memuaskan kalau top up pakai one click dengan device berbeda verifikasi otp nya lama giliran diminta kirim ulang baru kode otp nya ngga sesuai,netral
not_bisa login mkin lama mkin ribet nih aplikasi,negatif
sekarang sistem nya jelek saya pesan makanan yang jumlahnya not_sedikit terus driver not_mau batalin dan not_mau beli makanannya terus sampe sejam setengah saya tunggu lalu saya mau batalin dengan telepon greater jakarta saya telepon pertwma kali katanya mau dibatalin setelah itu ternyata not_dibatalin cuma ada notifikasi batal lalu saya telepon lagi terus katanya not_bisa dibatalin karena restoran sudah untuk padahal notifikasi nya makanan sudah habis trys akhirnya telponan yang ketiga bs,negatif
mudah mengoperasikannya minta namun update terus 3 saja,netral
cashback 30 di excelso not_masuk apa memang main tipu2 atau systemnya yang buruk amburadul kejadian ini berulang kali apakah memang hanya janji diberi cashback tapi menipu konsumen,negatif
sudah menunggu makanan lama ehh ternyata not_bisa mendapatkan driver,netral
shopy food kalau dapat driver di daerah batam 1 detik kita langsung dapat driver aplikasi go jek ongkos kirim nya mahal dari shopy food dapat driver susah apa yang salah,negatif
semoga semakin lancar dan bagus,positif
sangat membantu bisa pesan makan transportasi dan tiket krl semoga kedepannya dapat memesan hotel atau bayar transaksi lainnya,positif
kesal sekali masa dapat gojek yang abangnya marah not_jelas cm karena alasan jauh dari lokasi kan jadi males,negatif
sering di cancel driver tiwas menunggu lama eh di cancel jadi order lagi menunggu dan di cancel lagi sama driver dapat pengalaman buruk lagi di aplikasi ini pesan gocar jauh jauh terus dapat drivernya enakan ijo sebelah dapat driver cepat jarak driver juga dekat dekat,negatif
sangat membatu punya aplikasi ini trimksih kurir ramah,positif
ko loading terus si susahbanget masuknya,netral
setiap gofood ekonomis pasti selalu kena batal padahal menunggu sejam an butuh solusi supaya dapat kepastian agar not_menunggu terlalu lama,negatif
go jek adalah transportasi nomor one bagi saya sangat membantu untuk urusan kerjaan dan kebutuhan sehari hari tanpa harus keluar sendiri untuk menghemat waktu good job semoga terus maju dan lebih baik dan mudah salam sukses nb sudah berjalan berapa bulan dan akun status sudah anak sultan namun limit gojekpaylater belum naik2 padahal bisa irit lagi karena pot biaya 10r tiap top up saldo dan go pay later cicil saya tak kunjung muncul aktif,positif
gojek sering ngeblank n error belum diproses eh mroses sendiri jadi pesan 2 dengan menu yang sama,netral
maaf ka saya mau nanya kenapa saya not_bisa vermuk yak saat login padahal itu jelas akun gopay saya saya email ke layanan pelanggan jawaban nya not_sesuai padahal saya baru tof up mohon bantuan nya,netral
aplikasi yang bermanfaat sekali makasi telah memberi banyak kemudahan,positif
kebanyakan update buat lambat kurang promonya not_kaya dulu waktu masih di pengang mas nadime,netral
bau bau mau gulung tiker semua transaksi pending,negatif
bukannya malah bagus malah makin payah hadeh,negatif
not_bisa order manual di go food,netral
bagus dan bisa menikmatinya,positif
ngehang ngehang lagi sinyal lancar memori hp banyak tiap berapa menit baru buka aplikasi gojek terus beku not_bisa digerakin jadi harus keluar lagi ngulang lagi,negatif
gimaana ya kok sering eror skrg,positif
mantab semangat baru pasti ada jalan gojek andalan utama,positif
ini sangat memudahkan nita,positif
beli token listrik lama nya minta ampun keburu di denda pemerintah ni saya kalau gini caranya,negatif
tak perlu menunggu lama tinggal klik beberapa kali jreng sudah siap antarkan aku makasih gojek,positif
kok saya pakai wifi not_bisa buka gojek setiap buka gojek pakai wifi selalu muter muter tolong cek kenapa di hp ini samsung a24,positif
order food nya lama not_bisa batalin pesenan menunggu si gojeknya cancel baru ganti driver kan hem keburu not_nafsu makan,negatif
pokok nya jadi terbantu,positif
drivernya kbnyakan attitude dan lama dtng ke titik jemput,negatif
gojek oke banyak promonya,positif
kenapa setelah di update setiap mau masuk akun jadi susah,netral
emang mantap pakai gopay sangat mudah pembayaran jadi gampang cepat not_pakai delay,positif
kasih bintang 4 dulu deh soalnya sekarang mah agak mahal kalau naik gojek,positif
kenapa sering error kalau lagi pesan tau kepesen sendiri,negatif
terimakasih dengan adanya gofood dan driver nya memudahkan saya ketika saya mau ngemil malem hehe sehat selalu kpd driver gojek semoga allah selalu melindungi kalian dimanapun kalian berada amin,positif
bagus drivernya banyak yang ramah walau masih ada beberapa driver yang kurang ramah,positif
saya sangat suka sekali dengan adanya aplikasi gojek ini perjalanan lancar aman terkendali thanks,positif
kenapa not_bisa di download berkali2 sudah 100 tapi tetep saja,netral
sangat terbantu dengan aplikasi ini senang ada voucher tapi sebelumnya iklan tiap hari voucher 300rb hari ini saya isi gopay malah ilang nih voucher mau dibeli kemana ya,positif
kesal bangat apa2 harus update dulu,netral
it nya coba di percanggih lagi,netral
susahnya cancel pesanan mbulet,negatif
sangat membantu sekali gopay gojek mantul mantap betull,positif
sangat membtu dalm kebutuhan trnportasi ketika di kejar waktu,positif
maaf saya kasih bintang 1 saya pengguna dan pecinta aplikasi gojek sudah lama saya menggunakan aplikasi ini tapi sampai saat ini belum ada penawaran untuk fitur paylater terima kasih gojek,negatif
update kok terus,netral
tolong kalau pencarian not_jauh jauh driver nya padahal di sekitar banyak jadi lama menunggu driver ojek nya,netral
lebih di tingkatkan lg kwalitas pelayaannya,netral
jauh sama aplikasi tetangga,negatif
ada apa dengan gojek sekarang masa pesan go ride drivernya jemputnya jauh2 ada yang 10 menit ada 12 menit dan bahkan ada yang lebih saya kira hanya berlangsung beberapa hari tapi ini sudah hampir 1 bulan mana butuh untuk tranportasi pagi ke kantor lagi bagaimana sih sistemnya kasihan kita konsumen dan kasihan drivernya juga loh padahal sudah jadi konsumen gojek dari dulu kalau begini lambat laun jadi konsumen setia aplikasi sebelah ajalah,negatif
aplikasi gojek sangat bagus drivernya sangat ramah,positif
karena e mail saya not_bisa di update dan not_ada layanan gopay pinjam,netral
bagus snagat membantu,positif
aplikasi ini not_bisa dipercaya saya pengguna baru aplikasi gojek baru 1 minggu pemakaiyan aplikasi saldo gopay langsung terkunci saya sudah mlakukan berbagai langkah agar saldo gopay dapat dipakai kembali tapi hasilny not_ada tindakan dari aplikasi ini sampei sekarang saldo saya terkunci dengan sisa saldo yang lumyan banyak jadi saya sarankan untuk not_memakai aplikasi ini saya pnya bukti nyata jika kalian meragukan saya,negatif
saya kecewa sekali dengan gojek saya sudah menunggu lama sekali sekitar 1 jam hanya untuk cari driver sampai estimasi pesanan saya sangat telat saya ingin membatalkan pesanan tetapi not_solusi yang keluar hanya kata maaf,negatif
kadang pelayanan ya not_memuaskan banyak driver yang membawa mtornya amatiran terutama yang sudah berumur,positif
not_bisa perbaruhi gopay sudah kirim dokumen tapi gagal terus,netral
good tarip nyah di turunin dong pas pertama make enak murmer,positif
sudah di update tapi terjadi kesalahan terus bagaimana ini,netral
menyenangkan diorder cepat pelayanan prima mantap sukses sll gojek,positif
smakin not_jelas ni aplikasi,netral
sangat n membantu sekali,positif
super apps smga kdpn mkn sukses,positif
sangat membantu dikeseharian,positif
terima kasih sudah membantu kami lebih mempermudah untuk bekerja,positif
ini gojek nya kah yang lg error atau hp saya akun saya saya logout dan wkt mau masuk lagi not_bisa sudah berkali kali coba login tetap not_bisa msk coba telepon costumer service nya berkali kali pun not_segera diproses ini bgaimana dari pihak gojeknya saya not_bisa login ke akun saya,negatif
terimas kasih banyak kami bersyukur punya aplikasi ini,positif
lumayan mempercepat perjalanan,netral
saya beri saran jika order di batalkan tolong ganti driver lain not_kepada driver yang sama order batal karena not_cocok dengan driver thanks,netral
najis sekali nyiksa driver lama argo 10rrb bisa 5km lebih,negatif
aplikasi terbaik ter recommended terimakasih go jek,positif
kak kalau boleh saran lebih baik kalau yang cwek drivernya juga cwek deh supaya kita lebih nyaman dan aman cma saran loh,positif
aplikasinya mantap tapi harus diperbaiki masalah transfer ke rek bank kadang ada kendala,netral
pusat bantuan lama responnya laporan dari januari not_diproses proses kecewa sebagai pengguna setia,negatif
saya memberikan saran untuk gambar pada go food loadnya terlalu lama user lama dalam proses memilih pesanan karena bingung menentukan pilihan disebabkan lama dalam melihat bar harusnya resolusi gambar di kecilkan lagi atau size gambar 1 mb agar reloadnya cepat,netral
keren pay later nya banyakin voucer diskon nya kya grab gtu,positif
mantap kak saya order 1 dapat 5 bungkus nasi padang tapi bungkusnya doang,positif
driver gocar kebanyakan palahpilih mencari yang kakap mentang mentang argo kecil di sepelekan mereka not_tau kadang yang pesan sedang urgent bwa orang sakit coba di perbaiki lg supaya ada efek nya untuk oknum driver yang suka palahpilih,negatif
setelah di update kenapa fitur paylater di hilangkan,netral
aplikasinya not_bisa di instal gi mana sih,netral
lanjutkan dengan pelayanan yang lebih baik,positif
mantep baru pertama makai pelayanan nya baik dan ramah driver nya,positif
sangat meyakinkan untuk pelanggan,positif
sangat bermanfaat dan berguna,positif
bintangnya not_ku rubah y cuma mo komen akhir2 ini knapa jadi sering error ya,positif
kecewa sama gojek sekarang lama sekali dapat driver driver banyak yang not_jalan di maps sudah menunggu 10 menit lebih dichat not_balas dibatalin nunggunya lama sekali edit saya di jakarta selatan kok di aplikasi juga terlihat banyak driver,negatif
terlalu mahal untuk pelajar,netral
3 star dulu dikarnakan suka error,netral
selalu mengecewakan pengguna aplikasi ini berulang setiap download,negatif
coba tak beri 3 dlu yah kalau bgus saya tmbhin lg,netral
kenapa minta diupdate terus sih baru juga sejam diupdate eh diminta nge update lagi,netral
saya kenapa not_bisa order goride ya alamat not_ditemukan,netral
pesan yang express tapi nunggunya jauh lebih lama,negatif
agar ttb mnjaga kualitas yang lebih baik lg tarib not_trlalu mahal yang standar mudah di jangkau untuk kalangan masyarakat mnengah ribu bawah trimakasih,netral
di bulan juli 2021 sering sekali permintaan antar obat dan resep dibatalkan oleh driver padahal obat dan resepnya sangat penting bagi saya dan keluarga yang sedang sakit padahal orderan antar nya lebih dari rp 50k tolong disediakan penilaian untuk driver yang membatalkan supaya kami para pelanggan bisa memberikan rate terhadap keputusan pembatalan driver gojek,negatif
jelek sekali saya perna ketipu di aplikasi ini komplain ke gopay penanganannya berbelit belit saldo saya hilang sendiri kenapa satu akun ko bisa di akses oleh dua perangkat,negatif
gojek slalu siap setiap saat apalagi disaat istri akan melahirkan cesar mksh bang gojek all,positif
mantap lah aplikasinya memudahkan hal dalam transaksi jazakumullah khairan,positif
pilihan resto di gorontalo masih terlalu sedikit ongkirnya juga mahal,netral
admin kenapa aplikasi ini jadi hang,negatif
seru dan menyenangkan jika bertemu deraver ramah pokok nya debest lahh not_pernah kecewa gunain aplikasi gojek ini guys,positif
tak kasih 3 dlu tolong aplikasi nya diperbaiki karena sering macet,netral
tolong di tinjau ulang untuk double order go food saya selaku customer merasa sangat di rugikan bayar full tapi harus bareng dengan belanjaan orang lain waktu makin lama sempat berfikir negatif ke driver karena lama mungkin nyalain beberapa aplikasi ternyata double order hadduh,negatif
bepergian jadi lebih mudah murah dan aman,positif
saya masuk lalu aplikasi nya bilang email belum terdaftar ketika daftar aplikasi nya bilang email sudah terdaftar saya sebelum nya sudah menggunakan aplikasi ini dan not_seperti ini jadi saya kasih bintang 3 tapi mohon di betul kan terima kasih,netral
bagus karya anak bangsa,positif
kasih bintang 3 unduh nanti kalau ok saya update,netral
gojeknya not_bisa didownload,netral
mantap promomonya mantul,positif
ramah tepat waktu sesuai pesanan,positif
lumayan tapi sekarang harga2 nya naik semua walaupun dekat tapi mahal ongkirnya,netral
pindah ojek daring saja ah dia not_ngehargain mitranya,negatif
drivernya sering banyak tingkah,netral
lama sekali sekali driver kamu tutup dah aplikasinya jauh amat lokasinya 5 menit 7 menit,negatif
saya beri 4 dulu bagaimana pelayanannya klk baik ramah tambah 1 lg bintang,positif
orderan sepi deliver buanyak,negatif
hadehh dlu gojek masih bisa ganti kalau pin salah sekarang kalau salah berulang walaupun sudah ganti pin ttp not_bisa,netral
aplikasiny bgus banyak promony sukses slalu y,positif
kurang bagus aplikasinya,netral
tolong verifikasi masker di hilangkan karena pemerintah sudah menghapus peraturan ppkm dan penggunaan wajib masker hanya membuat ribet driver,negatif
sangat membantu sekali trimakasih gojek,positif
gofood bangsat not_bisa batalin order itu bagaimana asuuh,negatif
not_bs aktif ditolak terus,negatif
banyakin fitur pembayaran nya dong pakai qris misalnya biar lebih mudah okelah kalau e walet hanya gopay tapi plis lah kenapa banyak sekali potongan kalau topup jadi males kalau mau ngisi gopay kalau bsa tambahin fitur e walet lain,negatif
terimakasih gojek sudah lebih baik,positif
kepada pihak gojek yang terhormat kenapa ya keluhan saya not_di tanggapi padahal saya pengguna setia loh bahkan sudah bertahun tahun dan limit saya pun sudah mencapai rp 6 400 0 di gopay later pembayaran not_pernah telat tapi kenapa sampai tanggal 4 ini gopay later saya masih saja di blokir tolong tanggapi keluhan saya dan tolong beri kejelasan dong,negatif
kebanyakan driver yang not_memprioritaskan penumpang driver seenaknya saja,negatif
nama saya judi arman aplikasi ini mengijinkan saya mengetik nama asli saya karena melanggar ketentuan ketentuan yang mana coba untuk kalian yang punya nama depan judi pasti not_akan bisa membuat akun gojek mohon ditinjau kembali aplikasinya,negatif
terimakasih gojek atas semua bantuannya gojek terbaik dikelas nya,positif
bagus super cepat,positif
sangat memuaskan dan sangat membantu pengguna,positif
saya kenapa ya not_bisa di install aplikasi gojeknya padahal sudah download,netral
kenapa setiap saya top up di game mpl selalu nya nga bisa baru koin saya hilang cuma2,netral
terimakasih sgt membantu,positif
kasian mitranya potongan kegedean apalagi sekarang sistemnya saklek rute aplikator kadang lewat jalan sempit2,netral
kembalikan system jagger seperti dulu yang butuh makan not_hanya driver keluarga driver juga butuh makan,negatif
mutu layanan nya mohon ditingkatkan lagi,positif
soal promo lumayan dapat saja tapi dapat driver susah sekali sudah lama sekalinya dapat katanya kejauhan,netral
satu kata lanjutkan,positif
saya sangat puas dng ada nya aplikasi gojek mau bli yang jahu2 not_usah repot2 ketempat nya tinggal gojek saja mkn an sampai,positif
map di gojek kasih rute yang muter2in driver yang dimarahin malah cutomer padahal no rumah sdah sesuai map sudah diperbarui ttp sama saja,negatif
update terus tapi not_ada yang bagus kok tambah di update tambah hancur update not_bagus tambah jelek masih praktis grafis yang lama yang sekarang tambah ribet pakai balon ngambang segala,negatif
sangat berguna untuk layanan kami,positif
mengecewakan tiap kali order gocar harga sllu berubah ubah dan susah dapetnya baru dapat posisi driver terlalu jauh bahkan sangat jauh,negatif
aplikasi sampah komplain not_di tanggapin sama sekali uang saya hangus aplikasi sebelah komplin sedikit langsung di tanggapi,negatif
kenapa aplikasinya not_bisa di update,netral
sangat membantu saat berangkat dan pulang krja,positif
hallo kakak daerah garut selatan belum ada yang pakai aplikasi gojek nih yah sayang sekali padahal orang orang disini pada mau cod terus kalau jajan,positif
kok not_bisa update gopayplus,netral
tolong di perbaiki sistem nya saya susah sekali cari gojek bahkan sampai telat ke kantor sebelum nya not_kayak gini dech,negatif
not_bsa berkata intinya kembalikan gojek yang dlu,negatif
aplikasi terlalu banyak virus uninstal gojek,negatif
hati hati taro saldo di gopay sekalinya di blokir not_bisa dibuka lagi saya sudah mengajukan banding beberapa kali tapi di tolak padahal saya not_melanggar snk yang berlaku aplikasi ini berbahaya,negatif
kok susah sekali di donlot muter muter terus sudah kek gasing,netral
kok sekarang promonya not_bisa digabung ya kaya dulu lagi atuh admin promonya bisa digabung kalau kaya dulu lagi saya kasih bintang 5,netral
gojekku eror kan ada misi 3x order dapat cashback go pay 50k tapi tiba tiba ilang misinya padahal gue sudah order go food 3x,netral
hebat sekali bisa beli apa saja pakai gojek juga not_ribet jarang sekali ada pajak dan juga bisa transfer saldo ke sesama pengguna gopay intinya makasih banyak untuk gopay,positif
mantap jiwalah daru dlu sampek skarang fitur nya lumayan ok cuma go pay latter saya berharap kedepan bisa tembus ya biar makin banyak belanja lagi di gojek jaya selalu,positif
mengapa map driver not_kelihatan lagi saat pesan gofood,netral
masa makanan saya di jalan ntar keinjek orang dong,netral
woow aplikasi yang sangat berguna terima kasih gojek,positif
bagus untuk hemat duit,positif
baru nyoba aplikasi ini terus melakukan pemesanan makanan melalui gojek mantap pesananya tdk lama terus gojeknya ramah kalau ada bintang 10 pasti aku kasih,positif
kemaren saya dapat telepon mengatas namakan kantor gojek pusat dan memintai kode verifikasi lalu dia meminta saya top up go pay dan saya top up dengan seluruhnya uang yang ada di rekening saya sejumlah 1 392 001 tapi malah not_masuk ke akun go pay saya malah hilang saya sangat kecewa dengan kejadian kemaren hingga akun gojek saya bisa dibobol oleh oknum yang not_bertanggung jawab saya mohon kasus isi cepat di proses agar uang saya bisa kembali,negatif
kok aneh gopay di hpku gagal transfer ke brimo kendala nya apa coba cba aku transfer ke gopay temen bisa transfer ke brimo,netral
customer service kurang cekatan sudah dimintain bantuan beberapa kali dijawab sih tapi kok di tengah jalan menghilang dimana rasa tanggung jawabnya mohon diperbaiki lagi kinerja para customer servicenya beserta akun saya kok tiba tiba ditemukan masalah padahal penggunaan normal normal saja mohon perhatiannya,negatif
kenapa voucher gofoodnya not_bisa digabungkan kemaren saja masih bisa,netral
sangat baik dan sangat membantu hanya saja mungkin bisa mempermudah proses penarikan gopay ke rekening bank pribadi terima kasih,positif
bagus aplikasi nya bisa naik go car lah apa lah ada sistem gopay juga intinya mantep lah btw boleh kali ya memberi gopay hehehe,positif
dah isi gopay aplikasi error,negatif
membantu saat kita membutuhkan,positif
aplikasi sampah dari lama pakai gojek baru hari ini kecewa berat,negatif
mari kita coba beli semua makanan ini,positif
saya top up diamond pakai gopay di riwayat pembayaran sudah suksek tapi kenapa belum masuk ke akun saya yah,netral
aplilasi ngaco orang cari napkah mlh notipikasinya duhilangin saya dah dapat drv ech mlh kelewat jauh dengan alasan pembahruan versi jadi not_ada suaranya kadang kasian sama drv kadabg kesal juga dah menunggu lama karena drv harus muter dulu mending pindah keselah saja dah bye bye,negatif
murah cepat aman nyaman pertahankan ya,positif
saya sangat berterima kasih sama gojek,positif
sangat bermanfaat dan bisa digunakan kapan saja,positif
makin mahal argo nya tapi driver pada ngeluh murah sekali hey not_ke banyakan makan duit rakyat lah nanti kalian pada buncit perut nya kalian laper ya makan duit driver terus menerus,negatif
aplikasinya dibikin sok simple tapi ambigu dari mau mulai untuk pesanan terlalu rame sama hal yang not_kepake dan ikon ikonnya sulit dmengerti dan dibedakan satu sama lain saya sering salah pesan karena ikonnya hanya bulat panah fak yuh doang jadi alamat pengirim dan penerima not_jelas yang mana selalu mondar mandir isi alamat layout nya balik ke yang dulu saja si sekarang kan gojek ngelag ditambah iklan tokped gede yang otomatis sering ke klik sekalian saja pop up judi slot atau shopee,negatif
pernah pesan goo food malah di tarikin ongkos kirim yang lebih dengan alasan makanan yang saya beli harga nya naik dan harga nya not_sama dengan harga yang di gofood,netral
sangat membantu untuk aktifitas ku,positif
